feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
30.99,,B,1094.72,Yes,6,18.79,0
33.31,20.0,B,1008.68,Yes,1,,1
38.51,41.0,C,489.2,Yes,2,34.17,0
28.69,65.0,A,1103.89,No,5,10.93,0
26.41,10.0,B,1192.8,No,1,8.78,0
33.75,64.0,B,1223.57,Yes,7,26.63,1
33.97,78.0,B,716.31,No,6,19.71,0
21.6,,C,954.83,No,2,15.88,1
30.56,92.0,A,997.42,Yes,4,0.16,0
37.07,33.0,A,1034.03,No,7,22.56,0
37.02,43.0,A,981.47,Yes,9,0.26,1
38.98,16.0,C,1420.44,Yes,5,19.2,1
26.62,24.0,B,1234.13,No,5,3.6,0
29.11,93.0,C,1058.84,Yes,9,11.36,0
33.4,65.0,A,1012.99,No,6,51.53,0
29.22,33.0,B,1127.01,Yes,9,1.51,0
34.4,5.0,B,1159.61,Yes,4,13.38,1
28.65,35.0,B,584.48,No,8,7.66,0
25.58,8.0,A,1475.95,Yes,8,6.83,0
29.74,81.0,A,909.31,Yes,2,4.32,0
35.26,,C,1129.6,No,6,58.33,0
34.99,11.0,A,9178.0,Yes,2,41.1,0
20.79,10.0,A,1183.52,Yes,6,10.24,0
32.56,69.0,B,1286.03,No,2,6.29,0
31.72,60.0,A,1310.02,Yes,7,37.2,1
30.79,55.0,B,1782.82,Yes,3,13.77,1
23.29,4.0,A,903.28,No,2,5.79,0
30.36,19.0,B,1105.6,Yes,6,26.85,0
39.44,77.0,A,1329.06,Yes,4,19.66,1
29.71,72.0,B,1102.32,No,2,15.62,0
37.6,74.0,B,1380.48,Yes,5,1.53,0
,14.0,A,867.34,No,7,11.55,0
35.81,58.0,B,1320.79,No,9,15.79,0
,97.0,B,944.57,No,8,3.01,0
34.39,,A,1250.91,No,6,38.32,1
32.47,43.0,C,998.38,Yes,7,10.4,1
25.06,17.0,B,640.89,No,1,18.26,0
27.05,16.0,A,639.51,Yes,4,23.29,0
,10.0,C,955.71,Yes,9,23.29,1
26.73,97.0,C,720.29,No,6,17.58,1
27.69,83.0,B,821.74,No,7,12.7,1
30.19,71.0,A,1054.47,Yes,1,46.17,0
28.91,36.0,C,1190.18,No,7,31.89,0
23.74,0.0,C,1969.78,No,9,5.16,0
27.36,94.0,A,985.57,Yes,6,0.54,1
24.01,12.0,C,971.85,No,9,41.79,0
26.55,15.0,A,737.5,No,1,101.66,1
32.75,52.0,A,1061.15,Yes,4,318.15000000000003,0
30.3,19.0,B,867.75,No,5,17.89,0
28.18,64.0,C,,No,1,26.05,1
27.7,9.0,B,1378.39,No,9,21.47,0
33.88,37.0,C,1396.81,No,6,0.92,0
41.11,30.0,B,1065.53,Yes,7,36.74,0
,3.0,C,640.66,No,3,20.59,0
27.8,61.0,B,768.57,Yes,2,51.31,1
26.2,11.0,C,1151.7,Yes,1,10.5,0
30.17,62.0,B,1041.11,Yes,1,34.3,1
27.05,71.0,B,962.31,No,8,40.21,1
31.35,45.0,B,639.93,Yes,2,3.6,0
28.4,9.0,B,817.66,Yes,5,5.43,1
19.49,7.0,B,1559.63,No,4,9.24,1
31.19,38.0,C,632.98,Yes,5,38.42,0
23.47,41.0,C,826.27,No,3,0.04,1
33.57,47.0,B,937.5,No,9,35.0,1
35.45,34.0,C,1237.74,Yes,7,41.72,0
30.39,82.0,B,900.41,No,9,1.27,0
25.38,38.0,B,1020.9,No,2,10.81,0
41.74,77.0,B,969.73,No,2,10.18,0
,85.0,A,1272.57,No,9,13.84,0
31.6,43.0,B,11022.1,No,4,20.84,0
35.19,54.0,A,810.91,No,2,16.98,0
39.17,94.0,B,1045.45,Yes,1,2.77,1
32.55,85.0,C,1106.59,Yes,8,10.26,0
30.49,75.0,C,972.82,Yes,4,7.26,0
30.55,43.0,C,821.6,Yes,6,18.28,0
26.13,7.0,A,929.51,Yes,6,,1
26.98,0.0,B,1134.39,No,1,14.08,1
26.41,93.0,C,1284.1,Yes,9,,1
27.05,33.0,B,1267.89,Yes,4,21.42,0
27.77,13.0,B,606.6,Yes,7,47.25,0
28.82,18.0,B,1238.33,No,6,53.56,0
37.03,24.0,A,1138.14,No,2,6.51,0
29.42,16.0,A,381.63,Yes,2,11.19,1
33.38,45.0,B,1157.89,No,3,10.45,0
22.09,7.0,C,609.39,No,5,9.35,0
32.17,55.0,A,981.29,No,7,6.04,0
32.61,94.0,B,933.86,No,9,10.99,0
37.34,70.0,B,1256.1,Yes,1,19.47,0
36.87,48.0,C,614.28,No,8,71.0,1
27.91,23.0,B,1065.79,Yes,8,28.74,0
32.93,32.0,B,1002.66,No,5,10.5,1
24.45,40.0,B,767.58,No,4,17.97,0
,9.0,B,,No,4,38.63,0
32.45,17.0,C,407.99,Yes,3,44.56,0
38.26,37.0,A,1133.07,Yes,8,9.25,1
34.67,30.0,B,746.98,No,7,21.38,0
31.91,3.0,A,615.71,No,4,0.26,0
30.1,36.0,C,1403.92,Yes,9,129.37,0
21.3,65.0,C,1024.09,No,5,8.7,1
33.0,55.0,C,853.6,No,7,85.19,0
29.72,30.0,A,638.32,No,9,8.27,1
25.99,73.0,A,1065.82,No,6,14.75,0
34.86,56.0,B,1702.45,Yes,2,64.77,0
17.35,12.0,A,572.63,Yes,7,22.97,0
27.95,75.0,C,973.26,No,4,16.12,0
30.19,51.0,C,800.44,Yes,5,10.85,1
36.05,70.0,B,1210.83,No,8,110.73,1
35.99,29.0,B,1538.38,No,6,,0
25.73,59.0,A,1286.96,No,9,1.2,0
30.58,48.0,A,1146.74,No,2,37.22,0
24.48,85.0,A,817.51,Yes,4,15.04,0
39.32,96.0,C,1385.0,Yes,4,12.81,0
33.14,87.0,C,738.01,Yes,8,10.05,0
24.98,24.0,A,1358.96,No,8,5.89,0
24.48,4.0,C,16524.8,No,6,16.96,0
30.83,35.0,A,629.55,Yes,2,3.09,0
25.95,48.0,B,1231.06,No,7,29.21,1
30.81,62.0,B,1666.14,Yes,1,32.51,1
29.63,3.0,B,25.4,No,9,34.8,1
33.71,91.0,A,596.68,Yes,3,2.58,0
34.62,71.0,A,916.79,Yes,2,6.44,1
32.8,34.0,A,1302.7,No,2,1.81,0
29.08,2.0,A,1753.21,Yes,5,7.74,1
30.22,10.0,B,1280.84,Yes,8,,1
24.33,82.0,B,870.04,Yes,9,,1
29.7,71.0,A,1620.12,No,2,7.26,1
32.27,35.0,A,1211.26,Yes,3,56.62,0
29.01,13.0,B,639.51,Yes,2,11.17,0
26.05,3.0,B,797.01,No,1,18.75,0
26.26,63.0,C,603.89,No,7,36.83,0
35.81,26.0,B,1287.71,No,1,13.42,1
33.77,43.0,B,993.92,No,5,25.02,0
32.41,,A,739.36,Yes,3,8.89,1
29.33,72.0,B,8662.7,No,7,21.29,0
25.84,4.0,A,1134.03,No,3,4.53,1
,61.0,A,833.06,Yes,8,3.39,0
33.13,57.0,B,541.38,Yes,7,7.84,0
25.25,4.0,C,827.8,No,2,124.26,0
42.12,59.0,A,,No,5,5.19,0
40.72,64.0,A,692.97,Yes,2,12.35,1
23.92,25.0,A,641.78,Yes,1,23.78,1
25.49,72.0,B,787.75,Yes,7,4.26,1
35.43,15.0,B,907.01,Yes,4,6.02,0
27.42,,C,1498.37,No,8,14.99,1
36.59,80.0,B,1077.69,Yes,6,0.94,0
28.42,24.0,C,806.05,Yes,5,2.31,1
34.97,77.0,A,820.01,Yes,1,14.31,0
23.36,62.0,C,1051.76,Yes,2,55.56,1
31.24,0.0,B,,Yes,9,35.86,0
34.36,65.0,C,480.79,No,5,0.59,0
30.09,44.0,C,1113.61,No,6,6.68,0
28.88,34.0,B,1487.62,No,9,3.84,0
,84.0,A,609.53,No,5,15.03,1
22.26,78.0,B,1191.31,No,4,1.22,0
34.53,33.0,B,1036.4,Yes,1,51.66,0
31.09,66.0,C,1711.86,No,2,18.21,0
31.17,16.0,B,1209.37,No,4,4.16,0
35.98,16.0,A,1008.86,Yes,2,11.09,1
23.09,,A,1500.76,Yes,8,30.33,0
,14.0,C,5807.6,No,7,33.29,1
31.6,86.0,C,1574.94,Yes,7,50.26,1
29.43,85.0,C,774.97,Yes,1,14.91,1
31.37,41.0,C,1406.74,Yes,8,7.78,1
28.59,86.0,C,1030.97,No,1,22.67,0
22.78,75.0,B,1385.89,No,4,17.95,0
18.67,93.0,B,1078.19,Yes,5,13.18,0
27.96,34.0,B,786.34,No,6,46.02,0
17.97,67.0,A,1056.34,No,3,,1
34.18,0.0,A,1161.97,No,4,19.02,1
16.44,66.0,A,1314.19,No,5,0.25,1
30.16,98.0,A,1400.36,No,6,15.96,1
28.91,72.0,B,740.06,Yes,4,16.29,0
,68.0,A,505.11,No,4,26.0,0
26.38,68.0,B,1387.21,No,8,28.68,0
27.21,,C,709.97,No,1,10.24,1
29.24,91.0,C,775.99,Yes,2,3.8,0
23.83,70.0,A,518.83,Yes,7,3.11,0
31.7,31.0,A,553.13,Yes,3,25.4,0
30.01,5.0,A,930.16,No,8,3.22,1
28.49,54.0,A,1128.02,No,5,4.55,1
33.59,24.0,B,1427.41,No,9,94.99,0
32.11,25.0,B,1350.99,Yes,8,30.46,0
31.1,3.0,B,874.34,Yes,2,10.14,0
36.68,35.0,B,852.69,Yes,1,58.16,1
25.38,53.0,B,861.07,Yes,7,4.95,1
30.97,45.0,A,902.02,No,7,24.21,0
27.24,40.0,C,1276.66,No,3,1.5,1
33.62,47.0,C,537.39,No,1,27.61,1
20.5,59.0,A,1384.39,Yes,8,21.8,1
29.95,39.0,C,1238.64,Yes,7,13.7,1
20.82,67.0,C,1132.35,No,6,0.87,0
31.04,30.0,A,927.36,No,9,7.21,0
34.52,27.0,A,,No,3,72.24,1
27.51,35.0,C,612.4,Yes,5,5.59,0
31.94,83.0,C,1132.69,No,4,34.03,0
,78.0,B,921.57,No,5,7.9,0
31.55,47.0,A,1075.89,Yes,8,14.73,0
33.78,54.0,A,1209.18,Yes,3,0.18,0
37.38,18.0,A,548.67,No,3,21.6,0
23.82,90.0,A,941.12,Yes,8,77.4,0
25.68,,C,1117.11,Yes,6,14.08,1
21.14,51.0,C,984.52,Yes,2,16.66,1
27.23,37.0,B,698.34,Yes,7,0.52,0
27.05,13.0,B,1342.69,No,5,20.43,0
31.65,7.0,B,718.94,Yes,1,21.62,0
27.65,34.0,A,1044.86,Yes,8,1.02,1
22.46,93.0,C,827.18,No,5,1.16,0
36.57,23.0,A,849.43,Yes,9,11.27,0
27.48,95.0,C,1331.77,No,9,25.19,1
30.67,21.0,B,1220.36,Yes,9,6.36,1
35.57,35.0,A,468.63,Yes,6,17.46,0
36.75,49.0,B,1250.11,Yes,8,13.3,0
30.24,45.0,A,1516.14,Yes,7,5.34,0
,81.0,C,1389.81,Yes,9,19.56,1
21.39,,A,1082.89,No,2,9.35,0
22.11,51.0,C,1019.41,No,7,0.49,0
24.71,34.0,A,1170.75,Yes,1,2.86,1
34.55,66.0,B,1081.92,Yes,7,5.5,1
39.1,40.0,B,1011.23,Yes,5,48.18,0
29.46,98.0,C,627.34,No,6,14.65,1
26.45,94.0,A,1143.56,No,9,27.96,0
34.32,59.0,B,937.67,No,1,11.01,0
31.79,68.0,B,963.08,No,6,16.96,0
19.99,56.0,A,677.51,No,5,13.4,0
31.37,87.0,C,1435.11,No,5,6.86,0
38.59,14.0,C,752.88,Yes,6,,0
40.94,15.0,A,848.35,No,1,7.07,1
,15.0,C,1169.47,Yes,3,1.36,0
27.64,92.0,B,815.59,No,1,6.52,1
17.79,4.0,C,1211.95,No,7,33.34,1
32.26,46.0,A,1019.22,Yes,1,8.78,0
31.79,60.0,C,1540.12,Yes,1,11.21,0
29.74,,B,1478.62,No,1,3.04,0
,95.0,A,437.71,No,8,3.38,0
29.64,14.0,A,778.92,No,5,9.09,1
26.29,17.0,B,568.1,Yes,3,39.81,0
28.21,47.0,C,1013.96,No,4,8.21,1
23.34,62.0,C,1305.85,No,1,14.01,1
35.72,,B,1305.3,Yes,9,18.0,1
33.65,66.0,B,1277.17,No,7,,0
23.89,9.0,B,1390.25,No,9,35.0,0
27.67,66.0,A,1246.01,Yes,7,16.06,0
36.54,62.0,B,1319.37,Yes,7,6.92,0
32.65,19.0,B,894.13,No,5,5.48,0
36.81,3.0,A,,No,2,3.56,0
,58.0,C,,No,9,10.33,1
31.28,64.0,C,1094.13,No,1,21.26,0
28.81,16.0,C,1287.31,Yes,6,7.0,1
16.64,82.0,B,1581.26,No,3,7.74,0
31.92,61.0,B,959.83,Yes,3,,0
31.23,27.0,B,1399.3,No,5,9.78,1
28.3,58.0,A,1052.05,No,1,50.24,0
30.7,60.0,B,1535.76,Yes,8,0.99,0
26.78,31.0,B,555.08,Yes,6,16.99,1
24.49,,A,1283.08,No,6,29.22,0
33.79,34.0,A,1087.18,Yes,3,54.16,0
15.32,52.0,C,918.48,Yes,5,42.29,1
34.88,31.0,A,804.34,No,2,40.82,1
42.95,65.0,B,877.71,Yes,2,16.22,0
29.31,31.0,C,1021.25,Yes,5,1.74,1
25.88,9.0,B,1386.1,Yes,1,27.92,0
32.12,27.0,C,1316.74,Yes,7,4.0,0
29.89,53.0,C,676.88,No,1,3.89,0
30.43,98.0,A,1198.26,Yes,1,0.4,0
28.88,,B,1554.75,Yes,2,23.14,1
25.53,64.0,B,608.6,Yes,9,9.85,1
30.68,68.0,B,1025.75,No,9,23.66,1
28.32,,A,911.61,No,8,3.53,1
28.03,3.0,B,1372.55,Yes,2,8.69,1
29.56,39.0,B,1028.28,Yes,7,16.07,1
23.96,72.0,A,5787.0,No,2,13.36,0
28.8,60.0,A,1212.18,Yes,7,3.79,0
34.27,54.0,A,659.02,Yes,2,20.44,0
39.44,38.0,B,1171.5,Yes,2,28.95,0
31.35,75.0,A,1191.17,Yes,1,13.69,1
24.77,12.0,B,987.45,No,7,19.67,0
24.26,21.0,C,867.8,No,5,35.18,0
31.33,14.0,C,1129.55,No,6,8.98,1
24.6,97.0,C,1423.16,Yes,2,13.57,0
26.74,65.0,C,1054.25,No,2,66.79,0
34.09,52.0,B,562.44,No,1,9.03,0
27.9,84.0,C,956.35,No,7,9.81,1
30.96,49.0,B,1489.49,Yes,8,6.61,0
30.56,22.0,C,937.88,Yes,2,14.35,1
25.55,63.0,A,695.65,No,4,7.72,0
32.06,1.0,A,482.29,No,8,30.98,1
36.27,71.0,A,1194.84,No,2,48.55,1
25.26,47.0,A,1286.66,Yes,6,12.81,0
34.46,16.0,B,865.17,Yes,6,1.29,1
31.28,53.0,C,1567.04,No,3,16.22,1
24.13,97.0,C,573.19,Yes,4,1.76,0
37.26,42.0,B,484.07,No,2,2.46,0
41.04,34.0,A,1031.61,Yes,3,12.08,0
22.18,44.0,A,703.8,No,4,118.84,0
27.58,53.0,C,1379.08,No,3,15.1,1
28.93,16.0,A,1403.84,Yes,5,154.5,1
35.57,88.0,C,1385.44,Yes,3,13.85,1
26.1,21.0,B,1209.47,Yes,5,32.92,0
33.6,69.0,C,1482.47,Yes,8,35.54,1
34.42,68.0,C,1561.1,No,1,26.18,0
28.9,69.0,B,752.11,No,4,0.89,1
31.99,3.0,B,792.47,Yes,3,10.44,1
35.72,2.0,A,1425.01,Yes,9,8.86,0
27.78,44.0,B,1415.04,Yes,3,19.55,0
29.28,70.0,C,1388.18,Yes,9,19.21,0
30.26,27.0,A,1279.42,No,5,6.83,0
19.09,79.0,C,701.04,No,5,9.75,1
21.19,44.0,C,627.99,No,8,41.01,1
29.41,19.0,C,1214.34,No,6,15.46,1
34.75,12.0,A,928.55,Yes,3,63.77,0
25.57,,C,850.76,Yes,5,,0
30.03,0.0,B,684.68,Yes,1,15.07,0
25.36,,B,947.71,Yes,4,20.04,0
38.33,15.0,C,835.81,Yes,2,2.57,0
24.66,12.0,A,965.15,Yes,4,27.79,0
24.63,9.0,C,874.63,No,9,18.47,1
30.49,71.0,A,387.99,Yes,2,18.18,0
31.65,95.0,C,784.13,Yes,6,0.07,1
25.97,49.0,A,1620.14,Yes,4,26.97,0
33.13,88.0,B,,No,9,2.02,1
39.19,5.0,A,1015.59,No,3,8.62,1
21.36,59.0,C,462.39,No,1,64.9,0
29.43,3.0,A,1002.62,No,6,23.84,0
28.67,15.0,B,978.91,Yes,2,0.42,0
30.99,17.0,C,959.64,Yes,1,11.26,0
33.34,68.0,A,763.83,Yes,3,21.65,0
37.17,20.0,A,732.12,No,3,17.29,1
25.55,24.0,C,1126.69,Yes,3,9.33,0
27.09,7.0,C,1360.55,No,6,3.65,0
35.4,8.0,A,1086.35,No,6,49.32,1
30.14,75.0,C,1129.46,Yes,3,12.85,1
22.73,31.0,B,458.42,No,8,17.46,0
34.52,72.0,B,652.71,Yes,5,27.36,0
33.39,10.0,B,1003.3,Yes,6,28.87,1
37.49,93.0,C,925.33,No,4,14.74,1
41.1,84.0,A,1195.23,Yes,5,8.43,0
28.92,10.0,A,1515.79,No,8,9.89,1
30.06,92.0,C,869.71,Yes,1,23.38,0
42.73,84.0,B,1317.47,Yes,1,0.38,0
23.79,61.0,B,1039.9,No,4,48.35,0
33.57,22.0,C,295.13,Yes,1,13.35,0
27.9,27.0,A,399.03,No,1,5.64,0
30.7,3.0,A,874.85,No,1,12.32,0
30.82,4.0,C,1202.31,Yes,9,38.81,1
23.58,16.0,C,757.6,Yes,1,12.89,0
30.17,59.0,A,1153.41,No,4,5.15,1
27.07,58.0,C,1323.15,No,8,50.53,0
27.17,75.0,C,1135.47,Yes,8,11.97,0
20.71,57.0,C,1359.33,Yes,9,16.9,1
29.01,35.0,B,860.45,No,7,18.08,1
28.44,24.0,B,1582.6,No,2,7.24,1
28.43,9.0,B,709.11,Yes,3,12.48,1
33.22,18.0,A,980.66,Yes,5,21.44,1
32.14,97.0,A,796.1,Yes,7,0.2,0
32.92,44.0,A,1462.86,No,9,80.29,0
16.97,13.0,B,677.09,No,7,5.62,0
33.35,75.0,C,1009.21,Yes,7,52.7,1
36.76,,C,1190.68,No,3,,0
25.47,10.0,C,1152.57,Yes,2,17.84,1
26.18,9.0,C,1112.94,No,1,5.06,0
35.92,90.0,C,1328.82,No,3,60.74,0
,54.0,B,,Yes,5,38.71,1
27.99,67.0,A,1254.6,Yes,7,3.1,1
40.67,50.0,C,887.71,Yes,8,0.68,1
35.28,21.0,B,518.91,No,7,16.12,0
22.69,1.0,C,1226.82,Yes,8,1.75,1
,75.0,A,1357.89,Yes,3,12.29,0
26.94,55.0,C,823.78,No,8,10.53,0
30.48,60.0,B,803.53,No,3,,1
26.57,69.0,A,840.19,Yes,5,23.64,1
21.95,98.0,C,966.73,No,3,9.57,0
30.89,10.0,A,706.61,Yes,2,12.87,0
29.51,79.0,B,944.49,Yes,2,6.41,1
39.72,22.0,C,732.81,No,3,15.17,0
35.74,50.0,A,941.88,Yes,7,2.22,0
22.3,84.0,B,1233.09,Yes,5,4.35,0
28.39,94.0,B,7448.0,Yes,8,15.58,1
,21.0,C,986.71,No,1,4.1,0
35.52,55.0,B,1243.83,No,2,23.16,1
24.25,93.0,C,1045.74,No,9,23.17,1
25.18,13.0,B,590.54,Yes,9,24.57,1
30.09,52.0,B,1002.38,No,3,1.37,0
33.67,24.0,B,709.85,Yes,7,26.67,0
26.3,81.0,A,884.08,Yes,8,7.54,0
28.75,95.0,B,764.54,Yes,1,3.38,0
30.7,83.0,A,826.24,Yes,9,4.25,0
27.64,27.0,C,1128.22,Yes,1,9.76,1
33.82,13.0,B,752.3,Yes,4,42.48,0
26.7,65.0,B,1128.25,No,3,24.81,1
,17.0,A,6350.4,Yes,6,9.42,1
31.52,93.0,B,492.4,No,5,2.64,0
33.43,23.0,C,1437.87,Yes,5,7.77,0
21.27,57.0,C,933.32,No,8,29.62,0
29.74,12.0,B,1141.99,No,4,14.88,0
32.19,80.0,A,1196.53,Yes,9,4.57,0
,30.0,B,1231.37,No,5,0.92,1
34.07,31.0,A,708.58,Yes,2,44.89,0
24.96,90.0,B,881.75,Yes,7,23.56,1
33.56,69.0,A,619.01,No,8,10.12,0
32.39,42.0,A,7017.9,Yes,3,0.93,1
29.04,53.0,C,1040.88,No,3,90.44,0
31.57,83.0,C,1122.6,Yes,3,5.99,1
39.57,99.0,B,1185.33,No,9,24.69,1
24.59,49.0,A,1550.67,Yes,6,60.18,0
27.43,11.0,A,1370.28,No,1,1.87,0
23.03,80.0,A,958.04,No,4,44.13,1
32.03,1.0,C,752.96,Yes,2,7.02,0
30.57,69.0,B,942.99,No,1,89.74,0
35.35,,B,916.78,Yes,5,38.7,1
31.75,59.0,A,830.21,No,4,19.26,0
30.87,99.0,C,1232.53,No,4,55.24,1
32.06,6.0,A,1358.97,Yes,1,23.89,0
23.77,16.0,B,1019.37,Yes,2,11.67,0
32.11,71.0,A,1187.34,Yes,5,64.68,0
33.65,96.0,B,1107.02,Yes,2,4.28,1
31.42,48.0,C,743.23,No,5,,0
23.73,64.0,B,,No,1,11.52,0
27.86,5.0,C,983.67,No,3,14.72,0
26.43,30.0,A,660.46,Yes,7,5.1,1
42.95,93.0,B,926.24,Yes,4,0.48,1
32.75,24.0,B,947.7,Yes,9,22.83,1
33.02,16.0,A,1254.3,No,7,41.42,0
31.79,23.0,B,1041.28,Yes,7,2.58,0
30.36,72.0,B,1366.86,No,2,2.34,1
38.11,59.0,A,1194.78,Yes,4,,0
35.62,43.0,A,1284.61,Yes,5,35.0,1
,12.0,B,434.08,No,4,4.38,0
,96.0,C,,No,2,21.23,0
23.93,71.0,B,1210.52,Yes,3,20.26,1
30.21,3.0,C,1212.5,Yes,1,0.33,0
,30.0,C,1196.62,Yes,2,26.15,0
34.01,29.0,B,538.62,Yes,9,73.79,0
28.83,55.0,C,871.48,Yes,5,4.44,0
37.04,90.0,C,862.67,Yes,7,26.04,1
33.58,49.0,B,909.06,Yes,3,41.85,1
35.53,35.0,C,1293.65,Yes,3,9.97,0
25.17,13.0,A,1495.68,No,8,29.25,0
26.62,49.0,A,862.47,No,7,,0
38.14,7.0,C,,Yes,5,77.63,1
36.22,79.0,A,1041.3,Yes,2,10.26,1
29.89,20.0,C,896.87,Yes,9,86.44,1
,94.0,A,783.12,Yes,3,10.27,0
32.75,78.0,C,1496.86,No,4,2.21,0
37.35,90.0,C,843.75,No,6,20.11,0
29.71,92.0,A,1635.96,Yes,1,16.84,0
29.07,48.0,A,1497.72,Yes,5,68.06,0
35.93,46.0,A,1116.66,Yes,1,15.76,1
31.47,29.0,C,778.28,Yes,1,7.3,1
27.11,29.0,B,1123.4,Yes,4,,0
23.43,55.0,C,1283.79,Yes,7,6.08,1
30.73,90.0,A,619.93,Yes,7,22.03,1
30.05,89.0,C,1248.32,Yes,3,7.82,0
27.78,86.0,A,396.35,No,6,21.84,0
27.7,47.0,B,1143.49,Yes,8,38.79,1
24.57,94.0,C,1230.32,No,7,,0
30.33,97.0,A,1071.6,Yes,7,1.38,1
26.89,79.0,C,1091.65,No,4,0.5,0
28.02,3.0,C,666.77,No,9,55.13,0
29.85,,A,895.08,Yes,1,0.69,0
34.64,,B,102.18,No,3,,1
30.11,42.0,B,1216.34,Yes,7,6.52,1
30.67,19.0,C,807.3,No,9,44.12,1
25.49,84.0,A,1019.95,No,3,24.71,1
32.77,20.0,C,535.63,Yes,4,27.13,0
39.09,56.0,B,1187.79,Yes,1,4.15,0
36.91,53.0,C,433.21,No,2,0.11,0
26.86,28.0,C,1143.55,No,6,0.53,1
,38.0,B,892.5,No,3,43.86,0
28.79,31.0,B,676.25,Yes,5,21.57,1
26.64,90.0,C,885.13,Yes,8,10.11,0
29.67,45.0,A,1101.06,Yes,9,40.26,1
29.44,76.0,A,1217.48,Yes,1,194.52,0
34.73,96.0,C,1565.53,No,9,19.33,0
24.14,87.0,B,508.19,No,7,546.0,0
30.91,68.0,B,1510.72,No,5,2.86,0
29.43,3.0,B,1144.45,No,8,4.81,1
38.93,18.0,A,1135.92,Yes,2,1.7,1
30.83,55.0,C,1467.77,Yes,3,42.22,1
29.16,25.0,B,1123.49,Yes,5,92.67,1
33.49,39.0,C,1360.39,No,1,25.92,0
32.86,78.0,B,935.03,No,2,21.69,1
24.46,76.0,C,10894.9,No,4,22.3,0
28.28,66.0,C,975.09,No,4,31.99,0
27.43,62.0,A,,No,7,10.52,0
32.84,51.0,B,939.73,Yes,1,1.16,1
37.99,7.0,A,1110.01,Yes,1,22.93,0
25.72,5.0,A,1100.34,No,2,,0
35.14,20.0,A,,No,1,75.4,0
32.43,,B,832.28,Yes,1,46.33,0
27.06,79.0,B,1015.22,Yes,4,42.77,0
37.19,81.0,A,628.1,No,5,15.55,1
31.56,51.0,A,1377.79,Yes,1,47.76,1
29.63,6.0,B,851.32,Yes,1,35.32,0
22.59,90.0,B,969.75,No,6,32.35,0
30.92,26.0,B,608.27,No,9,37.94,0
35.53,67.0,A,690.94,No,4,34.36,0
27.25,,A,1046.93,No,9,5.6,1
31.01,21.0,B,1397.32,Yes,3,10.4,0
37.47,9.0,C,1113.63,Yes,4,59.09,0
25.91,40.0,B,1012.57,No,6,8.71,1
22.62,10.0,A,919.96,Yes,7,17.16,0
27.02,73.0,B,1194.3,Yes,8,24.59,0
23.81,24.0,C,1050.14,Yes,5,23.44,1
24.37,13.0,A,1107.56,Yes,7,9.8,0
25.75,27.0,B,921.52,No,2,28.08,0
33.37,28.0,A,1152.02,Yes,3,10.52,0
30.78,23.0,B,427.43,Yes,5,31.89,0
29.17,23.0,A,1307.44,No,2,,0
34.23,75.0,B,1322.85,Yes,6,3.27,0
26.05,54.0,B,1117.74,No,3,37.81,0
29.73,87.0,A,1336.43,No,8,80.33,0
35.43,40.0,A,1104.92,No,8,14.4,0
31.41,76.0,C,1194.1,Yes,9,3.26,0
26.31,26.0,B,1041.68,Yes,9,16.07,0
31.37,71.0,B,1001.26,No,6,20.72,0
30.46,93.0,B,875.98,No,5,14.8,1
35.13,72.0,C,539.36,No,7,7.36,1
34.64,0.0,B,1156.89,No,3,50.12,1
29.85,,B,1073.76,No,7,25.08,1
25.79,18.0,A,991.08,Yes,3,23.64,1
22.47,,B,1143.92,No,7,7.19,0
27.07,20.0,C,861.33,Yes,3,44.32,0
26.32,47.0,B,995.2,No,1,2.43,1
36.74,8.0,A,10699.5,No,1,15.47,0
30.46,0.0,B,15457.3,Yes,5,25.1,0
34.14,85.0,C,544.35,Yes,5,8.47,0
39.49,5.0,A,1574.29,No,3,9.28,0
30.16,1.0,C,1047.39,No,5,78.51,0
32.04,86.0,C,1199.36,No,9,9.65,0
37.72,77.0,B,1316.7,No,6,20.92,0
40.93,98.0,A,1350.89,Yes,9,45.3,0
34.19,61.0,A,928.92,No,1,,1
22.87,46.0,B,1353.79,No,4,28.31,0
31.74,14.0,B,1311.58,No,2,1.22,0
32.68,66.0,B,831.09,Yes,6,9.5,0
29.97,83.0,C,951.84,No,8,23.34,0
20.09,11.0,B,774.88,Yes,6,0.28,0
35.39,81.0,C,1033.03,Yes,1,4.46,0
35.71,92.0,B,1215.79,Yes,1,1.0,0
27.26,89.0,C,1255.07,No,2,12.47,0
34.81,68.0,C,,No,6,25.05,0
25.58,15.0,A,1070.7,No,8,43.82,1
27.89,80.0,B,1001.76,No,1,1.48,1
22.55,77.0,A,1073.75,No,7,68.02,1
33.23,19.0,B,588.31,No,3,6.34,1
19.6,24.0,A,1320.56,No,2,6.18,0
24.08,99.0,A,769.22,No,5,5.35,0
21.03,12.0,C,811.66,No,4,1.97,0
29.37,69.0,C,1264.9,No,3,18.51,0
,40.0,B,1254.9,No,4,69.32,0
29.39,12.0,A,544.01,Yes,4,48.7,0
25.11,87.0,C,1351.64,No,2,2.73,0
25.38,77.0,A,1032.42,No,7,69.06,0
35.46,36.0,C,1112.26,Yes,6,1.91,0
40.49,0.0,C,733.53,Yes,9,19.64,1
25.51,,A,1238.23,No,3,9.21,1
